,HURTO A ENTIDADES COMERCIALES,HURTO A PERSONAS,LESIONES CULPOSAS (EN ACCIDENTE DE TRANSITO),HURTO A RESIDENCIAS,LESIONES PERSONALES,HURTO A MOTOCICLETAS,HOMICIDIO CULPOSO (EN ACCIDENTE DE TRÁNSITO),EXTORSIÓN,VIOLENCIA INTRAFAMILIAR,HOMICIDIO,HURTO A AUTOMOTORES,LESIONES CULPOSAS,ACTO SEXUAL VIOLENTO,ACCESO CARNAL VIOLENTO,ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,FEMINICIDIO,HURTO A ABIGEATO,ACTOS SEXUALES CON MENOR DE 14 AÑOS,ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON PERSONA EN INCAPACIDAD DE RESISTIR,LESIONES PERSONALES (CIRCUNSTANCIAS DE AGRAVACIÓN),ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ACOSO SEXUAL,UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES,PORNOGRAFÍA CON MENORES,VICTIMA_POINT,GENERO_VICTIMA,EDAD_VICTIMA,COMUNA,UNIDAD_ESPACIAL
2409,0.0,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 12.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,12.0,LA CIUDADELA,REAL DE MINAS
2410,0.0,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 13.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,13.0,LA CIUDADELA,REAL DE MINAS
2411,0.0,0.6211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 14.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,14.0,LA CIUDADELA,REAL DE MINAS
2412,0.0,0.8281573498964804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 15.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,15.0,LA CIUDADELA,REAL DE MINAS
2413,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 47.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,47.0,LA CIUDADELA,REAL DE MINAS
2414,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 16.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,16.0,LA CIUDADELA,REAL DE MINAS
2415,0.0,1.4492753623188406,0.2070393374741201,0.0,0.2070393374741201,0.0,0.0,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 18.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,18.0,LA CIUDADELA,REAL DE MINAS
2416,0.0,0.8281573498964804,0.2070393374741201,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 30.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,30.0,LA CIUDADELA,REAL DE MINAS
2417,0.0,0.6211180124223602,0.4140786749482402,0.0,0.4140786749482402,0.2070393374741201,0.0,0.0,0.2070393374741201,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 29.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,29.0,LA CIUDADELA,REAL DE MINAS
2418,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 54.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,54.0,LA CIUDADELA,REAL DE MINAS
2419,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 56.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,56.0,LA CIUDADELA,REAL DE MINAS
2420,0.2070393374741201,0.8281573498964804,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.6211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 34.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,34.0,LA CIUDADELA,REAL DE MINAS
2421,0.0,0.8281573498964804,0.0,0.0,0.8281573498964804,0.4140786749482402,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 25.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,25.0,LA CIUDADELA,REAL DE MINAS
2422,0.0,0.2070393374741201,0.0,0.4140786749482402,0.2070393374741201,0.2070393374741201,0.0,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 37.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,37.0,LA CIUDADELA,REAL DE MINAS
2423,0.0,0.2070393374741201,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 59.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,59.0,LA CIUDADELA,REAL DE MINAS
2424,0.2070393374741201,1.4492753623188406,0.0,0.0,0.2070393374741201,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 24.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,24.0,LA CIUDADELA,REAL DE MINAS
2425,0.0,0.6211180124223602,0.0,0.0,0.6211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 22.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,22.0,LA CIUDADELA,REAL DE MINAS
2426,0.0,1.0351966873706004,0.0,0.2070393374741201,0.4140786749482402,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 32.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,32.0,LA CIUDADELA,REAL DE MINAS
2427,0.0,0.8281573498964804,0.0,0.2070393374741201,0.4140786749482402,0.0,0.0,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 26.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,26.0,LA CIUDADELA,REAL DE MINAS
2428,0.0,0.8281573498964804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 27.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,27.0,LA CIUDADELA,REAL DE MINAS
2429,0.0,1.2422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 36.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,36.0,LA CIUDADELA,REAL DE MINAS
2430,0.2070393374741201,0.4140786749482402,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 34.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,34.0,LA CIUDADELA,REAL DE MINAS
2431,0.0,1.0351966873706004,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 17.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,17.0,LA CIUDADELA,REAL DE MINAS
2432,0.0,0.6211180124223602,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 39.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,39.0,LA CIUDADELA,REAL DE MINAS
2433,0.0,0.6211180124223602,0.0,0.0,0.2070393374741201,0.2070393374741201,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 29.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,29.0,LA CIUDADELA,REAL DE MINAS
2434,0.2070393374741201,1.6563146997929608,0.0,0.0,0.6211180124223602,0.2070393374741201,0.2070393374741201,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 26.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,26.0,LA CIUDADELA,REAL DE MINAS
2435,0.0,0.6211180124223602,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 32.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,32.0,LA CIUDADELA,REAL DE MINAS
2436,0.0,1.4492753623188406,0.2070393374741201,0.0,0.4140786749482402,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 33.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,33.0,LA CIUDADELA,REAL DE MINAS
2437,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 24.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,24.0,LA CIUDADELA,REAL DE MINAS
2438,0.0,0.6211180124223602,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 31.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,31.0,LA CIUDADELA,REAL DE MINAS
2439,0.0,0.0,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 61.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,61.0,LA CIUDADELA,REAL DE MINAS
2440,0.0,1.4492753623188406,0.2070393374741201,0.0,0.4140786749482402,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 19.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,19.0,LA CIUDADELA,REAL DE MINAS
2441,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 28.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,28.0,LA CIUDADELA,REAL DE MINAS
2442,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 58.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,58.0,LA CIUDADELA,REAL DE MINAS
2443,0.0,0.4140786749482402,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 40.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,40.0,LA CIUDADELA,REAL DE MINAS
2444,0.0,0.6211180124223602,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 35.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,35.0,LA CIUDADELA,REAL DE MINAS
2445,0.0,1.4492753623188406,0.2070393374741201,0.0,0.6211180124223602,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 28.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,28.0,LA CIUDADELA,REAL DE MINAS
2446,0.0,0.2070393374741201,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 16.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,16.0,LA CIUDADELA,REAL DE MINAS
2447,0.2070393374741201,0.8281573498964804,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,"FEMENINO, 25.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,25.0,LA CIUDADELA,REAL DE MINAS
2448,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 63.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,63.0,LA CIUDADELA,REAL DE MINAS
2449,0.0,1.0351966873706004,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 23.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,23.0,LA CIUDADELA,REAL DE MINAS
2450,0.0,1.2422360248447204,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 30.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,30.0,LA CIUDADELA,REAL DE MINAS
2451,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 55.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,55.0,LA CIUDADELA,REAL DE MINAS
2452,0.0,1.8633540372670807,0.2070393374741201,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 21.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,21.0,LA CIUDADELA,REAL DE MINAS
2453,0.0,0.8281573498964804,0.0,0.4140786749482402,0.0,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 31.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,31.0,LA CIUDADELA,REAL DE MINAS
2454,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 57.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,57.0,LA CIUDADELA,REAL DE MINAS
2455,0.0,1.6563146997929608,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 20.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,20.0,LA CIUDADELA,REAL DE MINAS
2456,0.0,0.0,0.2070393374741201,0.2070393374741201,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 33.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,33.0,LA CIUDADELA,REAL DE MINAS
2457,0.0,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 60.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,60.0,LA CIUDADELA,REAL DE MINAS
2458,0.0,0.8281573498964804,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 38.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,38.0,LA CIUDADELA,REAL DE MINAS
2459,0.0,1.4492753623188406,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 27.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,27.0,LA CIUDADELA,REAL DE MINAS
2460,0.0,0.6211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 62.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,62.0,LA CIUDADELA,REAL DE MINAS
2461,0.2070393374741201,0.6211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 35.0, LA CIUDADELA, REAL DE MINAS",FEMENINO,35.0,LA CIUDADELA,REAL DE MINAS
2462,0.0,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 41.0, LA CIUDADELA, REAL DE MINAS",MASCULINO,41.0,LA CIUDADELA,REAL DE MINAS
2463,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 51.0, LA CIUDADELA, RICAURTE",MASCULINO,51.0,LA CIUDADELA,RICAURTE
2464,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 18.0, LA CIUDADELA, RICAURTE",MASCULINO,18.0,LA CIUDADELA,RICAURTE
2465,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 26.0, LA CIUDADELA, RICAURTE",FEMENINO,26.0,LA CIUDADELA,RICAURTE
2466,0.0,16.666666666666664,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 42.0, LA CIUDADELA, RICAURTE",MASCULINO,42.0,LA CIUDADELA,RICAURTE
2467,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 41.0, LA CIUDADELA, RICAURTE",FEMENINO,41.0,LA CIUDADELA,RICAURTE
2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 8.0, LA CIUDADELA, SAN GERARDO I",FEMENINO,8.0,LA CIUDADELA,SAN GERARDO I
2469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 44.0, LA CIUDADELA, SAN GERARDO II",FEMENINO,44.0,LA CIUDADELA,SAN GERARDO II
2470,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 24.0, LA CIUDADELA, SAN GERARDO II",MASCULINO,24.0,LA CIUDADELA,SAN GERARDO II
2471,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 30.0, LA CIUDADELA, SAN GERARDO II",MASCULINO,30.0,LA CIUDADELA,SAN GERARDO II
2472,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 1.0, LA CIUDADELA, SAN GERARDO II",FEMENINO,1.0,LA CIUDADELA,SAN GERARDO II
2473,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 58.0, LA CIUDADELA, SAN MIGUEL",FEMENINO,58.0,LA CIUDADELA,SAN MIGUEL
2474,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 35.0, LA CIUDADELA, SAN MIGUEL",FEMENINO,35.0,LA CIUDADELA,SAN MIGUEL
2475,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 26.0, LA CIUDADELA, SAN MIGUEL",MASCULINO,26.0,LA CIUDADELA,SAN MIGUEL
2476,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 40.0, LA CONCORDIA, ALFONSO LOPEZ",FEMENINO,40.0,LA CONCORDIA,ALFONSO LOPEZ
2477,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 58.0, LA CONCORDIA, ALTOS DEL PROGRESO",MASCULINO,58.0,LA CONCORDIA,ALTOS DEL PROGRESO
2478,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 31.0, LA CONCORDIA, ANTONIA SANTOS SUR",FEMENINO,31.0,LA CONCORDIA,ANTONIA SANTOS SUR
2479,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 28.0, LA CONCORDIA, ANTONIA SANTOS SUR",MASCULINO,28.0,LA CONCORDIA,ANTONIA SANTOS SUR
2480,0.0,11.111111111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 38.0, LA CONCORDIA, BOLARQUI",MASCULINO,38.0,LA CONCORDIA,BOLARQUI
2481,0.0,11.111111111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 20.0, LA CONCORDIA, BOLARQUI",MASCULINO,20.0,LA CONCORDIA,BOLARQUI
2482,0.0,11.111111111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 36.0, LA CONCORDIA, BOLARQUI",FEMENINO,36.0,LA CONCORDIA,BOLARQUI
2483,0.0,11.111111111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 21.0, LA CONCORDIA, BOLARQUI",FEMENINO,21.0,LA CONCORDIA,BOLARQUI
2484,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 26.0, LA CONCORDIA, BOLARQUI",MASCULINO,26.0,LA CONCORDIA,BOLARQUI
2485,0.0,11.111111111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 31.0, LA CONCORDIA, BOLARQUI",MASCULINO,31.0,LA CONCORDIA,BOLARQUI
